,Simulation,NSubs,index,pvalue_cdiscr,pvalue_manova,pvalue_dcorr
245,No Effect,36,45,0.46853146853146854,0.8220636657454652,0.6510664508323223
246,No Effect,36,46,0.4835164835164835,0.04262517434951624,0.0293317744783366
247,No Effect,36,47,0.8151848151848152,0.06450732374764082,0.2604928483360962
248,No Effect,36,48,0.8171828171828172,0.580952592412991,0.33746368887205397
249,No Effect,36,49,0.6163836163836164,0.6923118525097032,1.0
250,No Effect,36,50,0.7632367632367633,0.15146060285713359,0.17459984539898507
251,No Effect,36,51,0.7232767232767233,0.48268477772214113,0.45337038239367045
252,No Effect,36,52,0.8041958041958042,0.8336494272160657,1.0
253,No Effect,36,53,0.8081918081918081,0.8762850867898065,1.0
254,No Effect,36,54,0.46553446553446554,0.353119004497796,0.632931054091747
255,No Effect,36,55,0.44455544455544455,0.1000897425766414,0.019009415923872314
256,No Effect,36,56,0.9440559440559441,0.13031965929939301,0.13980557238691907
257,No Effect,36,57,0.6313686313686314,0.027089105170587977,0.05020458131033619
258,No Effect,36,58,0.7022977022977023,0.27430912828072346,0.047456585911422274
259,No Effect,36,59,0.015984015984015984,0.2933132699574539,0.06219261385176054
260,No Effect,36,60,0.12387612387612387,0.19119339459188464,0.18742382929245022
261,No Effect,36,61,0.20679320679320679,0.06175909510105699,0.15906356830008295
262,No Effect,36,62,0.3946053946053946,0.28477664384572676,0.44810770949121015
263,No Effect,36,63,0.4115884115884116,0.5153686207952335,0.28264133504257055
264,No Effect,36,64,0.12887112887112886,0.2800211126013953,0.05861407562053124
265,No Effect,36,65,0.22377622377622378,0.7357480176319051,0.4738791454208896
266,No Effect,36,66,0.11988011988011989,0.0020081178058387905,0.016878455582964014
267,No Effect,36,67,0.3546453546453546,0.03952335226950905,0.04549431896360601
268,No Effect,36,68,0.8621378621378621,0.19129580622607947,0.5616006517840921
269,No Effect,36,69,0.8141858141858141,0.20976569952867172,0.4394767172902959
270,No Effect,36,70,0.14185814185814186,0.23269618188175023,0.07880007594584777
271,No Effect,36,71,0.22077922077922077,0.05541957797025079,0.0832580008860563
272,No Effect,36,72,0.19080919080919082,0.43210226866940427,0.07407574438124141
273,No Effect,36,73,0.9070929070929071,0.5982180274476157,0.35238007820898554
274,No Effect,36,74,0.5894105894105894,0.2063921676107854,0.581160770147745
275,No Effect,36,75,0.02197802197802198,0.022677137636995578,0.0008730248113519005
276,No Effect,36,76,0.3786213786213786,0.06655425696363192,0.0551874071743504
277,No Effect,36,77,0.5804195804195804,0.0002007394942161642,0.0030654590844650595
278,No Effect,36,78,0.8661338661338661,0.7909257386727804,1.0
279,No Effect,36,79,0.6523476523476524,0.026283594153356182,0.20919627912083164
280,No Effect,36,80,0.3256743256743257,0.1010936625472868,0.05691917890694145
281,No Effect,36,81,0.5364635364635365,0.7501353593376247,0.39164235610028475
282,No Effect,36,82,0.7512487512487512,0.27313709063126895,0.40270258555656724
283,No Effect,36,83,0.8711288711288712,0.7406496298701426,1.0
284,No Effect,36,84,0.8861138861138861,0.17406433433080168,0.268926675493813
285,No Effect,36,85,0.6783216783216783,0.0044496005601566534,0.2560980992245216
286,No Effect,36,86,0.28471528471528473,0.15969973128888623,0.0569172723931776
287,No Effect,36,87,0.1918081918081918,0.06106866673153792,0.0444966795049811
288,No Effect,36,88,0.6833166833166833,0.0882930231808475,0.1387468283035366
289,No Effect,36,89,0.7672327672327672,0.09970806458717506,0.7717342031369894
290,No Effect,36,90,0.6843156843156843,0.3020269823193466,0.12408766942609392
291,No Effect,36,91,0.5484515484515484,0.0001332603688235716,0.04357834677660482
292,No Effect,36,92,0.7372627372627373,0.4034272213288367,1.0
293,No Effect,36,93,0.6643356643356644,0.6972485564000777,1.0
294,No Effect,36,94,0.21878121878121878,0.004795851093763453,0.028658089495943725
295,No Effect,36,95,0.6513486513486514,0.18215611601819276,0.10791727350945723
296,No Effect,36,96,0.6183816183816184,0.7971300786738932,1.0
297,No Effect,36,97,0.15684315684315683,0.000814346981545681,0.005051187678926597
298,No Effect,36,98,0.18181818181818182,0.3432463133382572,0.0785793156588963
299,No Effect,36,99,0.3386613386613387,0.24899060757664007,0.16256680916293687
300,No Effect,55,0,0.2837162837162837,0.019994053040945835,0.018154872168789273
301,No Effect,55,1,0.7982017982017982,0.26242366127053846,0.1817895826799938
302,No Effect,55,2,0.8041958041958042,0.03128924339057382,0.06904102425152041
303,No Effect,55,3,0.5814185814185814,0.10742264169796627,0.10248196202418061
304,No Effect,55,4,0.8901098901098901,0.2651677833220323,0.6731985070276221
305,No Effect,55,5,0.2137862137862138,0.15683850785666165,0.03612226485247764
306,No Effect,55,6,0.2007992007992008,0.003665247011761596,0.011901413806060756
307,No Effect,55,7,0.7132867132867133,0.347373992390649,0.39325227988316624
308,No Effect,55,8,0.8711288711288712,0.4158131986345537,0.08221460223395297
309,No Effect,55,9,0.6803196803196803,0.7789645880015095,0.18053106786398632
310,No Effect,55,10,0.3966033966033966,0.3093725832986155,0.13490963888984034
311,No Effect,55,11,0.6133866133866134,0.019617137681213453,0.13509452919267384
312,No Effect,55,12,0.2707292707292707,0.15133389833261898,0.26146591429473776
313,No Effect,55,13,0.05094905094905095,0.26276410519981236,0.04464573182242419
314,No Effect,55,14,0.6163836163836164,0.12602965870279317,0.6106278205209017
315,No Effect,55,15,0.25774225774225773,0.011684519140976546,0.002264898216523777
316,No Effect,55,16,0.929070929070929,0.04809253382467897,0.1457770439891222
317,No Effect,55,17,0.016983016983016984,0.02338858493090892,3.6730816442972036e-05
318,No Effect,55,18,0.5034965034965035,0.11981293709989538,1.0
319,No Effect,55,19,0.01898101898101898,0.49651320196632154,0.08441115977114706
320,No Effect,55,20,0.9040959040959041,0.11333306860708726,0.32226468691425547
321,No Effect,55,21,0.13886113886113885,0.10115160319278726,0.02079845033399551
322,No Effect,55,22,0.8611388611388612,0.34232428805869514,0.08672394519445543
323,No Effect,55,23,0.2177822177822178,0.220542023859431,0.35428700328416785
324,No Effect,55,24,0.5094905094905094,0.13444558385196487,0.09951027000596337
325,No Effect,55,25,0.1108891108891109,0.23753363322642296,0.16217011747569338
326,No Effect,55,26,0.12487512487512488,0.0025293213840183936,0.05784304637138607
327,No Effect,55,27,0.3916083916083916,0.5490981810757831,1.0
328,No Effect,55,28,0.6883116883116883,0.5617290240092474,0.5761412332608238
329,No Effect,55,29,0.18281718281718282,0.08581352584443248,0.05781337495941662
330,No Effect,55,30,0.6653346653346653,0.275857775201578,0.33230625241307
331,No Effect,55,31,0.7862137862137862,0.24728308045680109,0.3071762780005535
332,No Effect,55,32,0.07792207792207792,0.14140669270490144,0.0036570389703276178
333,No Effect,55,33,0.7392607392607392,0.6147584764692738,0.7178083997654316
334,No Effect,55,34,0.45854145854145856,0.30502761386974653,0.5153943330718656
335,No Effect,55,35,0.18081918081918083,0.04595849413386668,0.03665343914346973
336,No Effect,55,36,0.9460539460539461,0.4016965058585611,0.49244480344727193
337,No Effect,55,37,0.5434565434565435,0.03259012010726986,0.0731377075221604
338,No Effect,55,38,0.16683316683316685,0.003823328898420978,0.014831669389402318
339,No Effect,55,39,0.4245754245754246,0.09640767172849249,0.20063804399942575
340,No Effect,55,40,0.8791208791208791,0.5713341161587453,1.0
341,No Effect,55,41,0.7672327672327672,0.3872513234978754,0.054601884105727416
342,No Effect,55,42,0.8911088911088911,0.9400197557227271,1.0
343,No Effect,55,43,0.4825174825174825,0.3456795443101599,0.13837012015331163
344,No Effect,55,44,0.5164835164835165,0.2751065489346509,0.24881855751018914
345,No Effect,55,45,0.42357642357642356,0.09587956131542262,0.15732208347993432
346,No Effect,55,46,0.15184815184815184,0.02951055083201771,0.05421422784601303
347,No Effect,55,47,0.5184815184815185,0.32327984636345986,0.22415835883137553
348,No Effect,55,48,0.6033966033966034,0.01922234810971685,0.3179539332985656
349,No Effect,55,49,0.8581418581418582,0.7646723814278261,0.18505882949412225
350,No Effect,55,50,0.7822177822177823,0.13908171581622422,0.10385300207031181
351,No Effect,55,51,0.6153846153846154,0.05213852286145222,0.08495772308937817
352,No Effect,55,52,0.22577422577422576,0.8909552678329646,0.4451350191974033
353,No Effect,55,53,0.5134865134865135,0.0011544316240996945,0.09284597719920563
354,No Effect,55,54,0.055944055944055944,0.0018702853122911974,0.0016274673166348668
355,No Effect,55,55,0.8951048951048951,0.3688987784506408,1.0
356,No Effect,55,56,0.9430569430569431,0.1069988287677768,0.09767797736633166
357,No Effect,55,57,0.7712287712287712,0.3316378575978116,0.16900735590377922
358,No Effect,55,58,0.5424575424575424,0.021881206997588682,0.4510184846514058
359,No Effect,55,59,0.6283716283716284,0.011765197590260781,0.06114052870083804
360,No Effect,55,60,0.2677322677322677,0.25358933112135595,0.0696716662516522
361,No Effect,55,61,0.7052947052947053,0.6642895113248046,0.6080729917385392
362,No Effect,55,62,0.8391608391608392,0.24046310071644092,1.0
363,No Effect,55,63,0.5924075924075924,0.5507744609674343,0.30351889837125623
364,No Effect,55,64,0.5934065934065934,0.8216438305958716,0.30629637825242784
365,No Effect,55,65,0.9920079920079921,0.006757909833702,0.028213964324556813
366,No Effect,55,66,0.5234765234765235,0.7075025419046637,0.45370716212143414
